y_texts,y_pred_probs,y_pred
americanair already spoke line unwilling help really poor support,[ 5.6034837 -2.9320872 -2.706735 ],0
americanair guys dfw stuck gate half hour pull slide,[ 5.467769  -2.8655937 -2.4818773],0
united entire problem never sent anything via email given flight booking problems number phone,[ 5.461737  -2.753723  -2.7082317],0
usairways already tried conf via dm,[ 5.209478  -1.7368413 -3.2540329],0
united dm hold customer service long time min getting runaround thanks,[ 5.174622  -3.0323875 -2.1097326],0
keep waiting time cost anything jetblue hundreds people payed thousand dollars feedback,[ 5.627181  -2.7983263 -2.8034313],0
virginamerica bad say takes days via confirmation email inquired weeks claim weeks,[ 5.584077 -2.437351 -3.141129],0
jetblue hour policy called said didnt report soon enough would changed noticed sooner,[ 5.334982  -2.5065157 -2.764504 ],0
jetblue thank service credit pamgrout positive thoughts,[-2.8363914 -1.4071419  4.7610784],2
southwestair use swa hour counting hold flight cancelled flighted,[ 4.443074  -1.3676294 -3.2368941],0
southwestair completely let tonight gate agents ambivalence much sad amp,[ 5.3020473 -2.6970654 -2.5219395],0
united yes nonstop memphis tomorrow morning snow coming got fingers crossed go,[-3.6806955  2.2283182  1.7892858],1
united unitedappeals gg kind hypocrisy cancelled flightling tickets bad exchange rate advantage,[ 5.389067  -2.9663198 -2.3614268],0
united keep flights cheap earlyon time good flew americanair cancelled flightled flight times last month unitedgt,[ 1.7106172 -1.1131972 -0.5143808],0
usairways moving plane end runway us sit hour half didnt even let us,[ 5.4134536 -3.1320062 -2.2780693],0
southwestair great flight great view,[-2.6599045 -2.504794   5.9111733],2
americanair usairways maam complaint visit customer service desk sees line people deep,[ 5.609013  -2.5215175 -2.9612863],0
jetblue wife dog wouldnt even let plane daughter newburgh lives close wrong,[ 5.5520053 -2.5252514 -3.0157287],0
southwestair yes extra wonder going yo loose room,[ 1.5168334  -0.12956363 -1.0948312 ],0
jetblue system running,[ 2.7084267  -0.11411448 -2.7707052 ],0
americanair customer svc reps unable handle calls hrs cancelled flightlation policy booked yesterday need cancelled flight,[ 5.527883  -2.6565697 -2.7369132],0
united truly worst day flying ever experienced,[ 5.453103  -2.8398678 -2.6157987],0
usairways plz plz plz hold eyw phl gtclt sooo late flight gonna miss connection jabevan th,[ 5.1271796 -1.8070842 -3.1993978],0
jetblue remember im doubtful hopeful,[ 4.719494  -2.703437  -2.0235012],0
united splitting flights quadruples price,[ 2.1295307  2.2773955 -4.6318097],1
jetblue im getting info website needing check alerts would much beneficial,[ 2.803214   -0.30620253 -2.8135736 ],0
usairways yes horrible snow seriously hire people answer phones competitor call back numbers,[ 5.5095134 -3.0084164 -2.5401254],0
united looks like came thanks help,[-3.0006902 -2.1390212  5.8127265],2
southwestair big thanks team family emerg day ticket experience excellent st time flying yall last,[-2.5729096 -2.6787043  5.9763274],2
jetblue voucher cant believe took risk plane terribly filthy screaming babies face,[ 5.3107257 -2.6171377 -2.6776257],0
usairways ive hold minutes get receipt know guys busy think time higher staff,[ 5.35931  -3.075061 -2.207446],0
united plans ipad app iphone app great ipad flip ipad beta tks,[-4.256951    4.977885   -0.75299835],1
united messaged requested called baggage team still newark please help let know next steps,[ 4.8623853 -1.5611988 -3.266045 ],0
americanair cxl flights tofrom dfw cll wo notice treat like trash phone offer compensation wth,[ 5.5712323 -2.8003678 -2.792144 ],0
jetblue terrible landing,[ 5.012663  -3.037134  -1.9491985],0
jetblue anywhere away snow globe warmth sand palm trees,[-4.93078    2.335189   2.7777512],2
americanair attached original ticket flight number isnt experience thought would terrible,[ 5.144914  -1.9687567 -3.2449653],0
southwestair boooo dont like airlines,[ 4.709972  -2.2271204 -2.704975 ],0
united charging people see freaking flight map,[ 5.4043097 -2.9074013 -2.4110496],0
southwestair wifi plane gotta pay help broke homegirl out✈️📱,[ 3.9197369 -1.2595397 -2.9092877],0
southwestair quick question bought wifi phone buy tablet hours left trip,[ 0.7928718  2.6118438 -3.5518253],1
usairways please dont go check process americanair uses absolute disaster,[ 5.4488664 -2.966565  -2.5241454],0
southwestair thanks ellamae las counter going beyond help us get back abq flight cancelled flightled,[-1.9370608 -2.243928   4.8701816],2
americanair nicest people ever flight chicagothanks david deane amp norma sedholm making feel comfortable ✈️✈️✈️✈️✈️✈️✈️,[-2.1522038 -2.6902     5.5296836],2
united soon done article thanks tom,[-4.351005   -0.49098828  5.342627  ],2
usairways actually cared would one thing sounds like dont like told lousy service,[ 5.5916295 -3.0609756 -2.566152 ],0
united thanks remembering load bag onto connecting flight oh wait forgot iceland fun clothes,[-0.09026298 -2.0931175   2.5472643 ],2
americanair qsvgru would next flight arrive,[-0.8657834  4.8497586 -4.6061063],1
united consolation staff stellar hour delays encountered every one flights,[ 2.4006438  -2.9877036   0.49082038],0
usairways mean posted usair empl direct anyone accepting calls contact usair rebook,[ 5.302236  -1.7485462 -3.4741647],0
usairways made cancelled flight car reservation came moneywhy reschedule time without crew,[ 5.3831644 -3.084353  -2.2977045],0
virginamerica need follow back order dm,[-0.393805   4.6682677 -4.9608626],1
americanair check reservation joe watson kelsey jennings hold hours waiting call back eta,[ 5.292236  -1.3350145 -3.878144 ],0
americanair get travel question answered quickly online calling helping busy day,[ 0.41946948 -0.11698341  0.09348761],0
jetblue way get ppl standby list flight fll bos trying find way home,[ 1.3933507  2.999194  -4.6431384],1
usairways flights dfw cancelled flightled today,[-1.7513005  5.160006  -3.615704 ],1
united certainly,[-3.2052937   0.04788439  3.5856326 ],2
united fast enough excuse service big hubs outdated craft southwest wifi awful,[ 5.2561955 -3.103421  -2.1819742],0
jetblue well fly huntsville al id take either nashville birmingham,[-3.7498329  5.135923  -1.4063722],1
united gate iad rdu,[-1.0775582  4.9422517 -3.5331876],1
united charge delay united still waiting,[ 5.2961655 -2.3370163 -2.8105662],0
americanair pretty frustrating cant even stay hold get help flight cancelled flightation,[ 5.463368  -2.8975978 -2.5678158],0
southwestair fort launder dale gate agent cant switch flights earlier flight phoneridiculous,[ 4.6226997 -2.551359  -2.050444 ],0
jetblue suck customer services worst whats point loyalty scheme dont honor,[ 5.5236316 -3.0889676 -2.4823654],0
united us reboard without captain well sitting another min,[ 5.0574574 -2.5186398 -2.5828784],0
united forgot intl flights lax dont go intl terminal easiest recheck ever woo,[-1.2411712 -1.4695541  3.3426507],2
usairways horrible service wrong plane arrived many confirmed passengers could get flight paid due lack seats flight,[ 5.554619  -2.9424078 -2.5862007],0
united coach interior ua looked like salvaged tiny unusable video power amp lifevests floor …,[ 4.8182645 -1.2203635 -3.606427 ],0
united generic form tons fields asking info already expected premier platinum another,[ 4.941157  -1.1768119 -3.8413062],0
jetblue thank alicia,[-4.7570496  1.3609533  3.4176352],2
southwestair yall fast already winners congrats,[-2.940029  -2.097266   5.6554637],2
southwestair never felt better taken care indian aunties gold standard thanks aruna,[-2.9763258 -2.2991955  5.937938 ],2
jetblue empty help desks,[ 1.9313732  1.9962283 -4.219846 ],1
southwestair love tv ad girl dancing makes laugh every time want take trip,[-3.0388603 -2.3668973  6.126345 ],2
usairways oh irony dog spot barking waiting area right front please send cocktail coupon stat,[-1.1612201  3.526379  -2.5416863],1
southwestair guest needs change flight reservation need happen say canplease help,[-0.2662537  4.4453063 -4.729891 ],1
jetblue thank isnt really responding request sending generic environment site,[ 5.0788617 -2.8992534 -2.1529353],0
southwestair tried leave monday planes left mine one keeps getting delayed missed work pay cab,[ 4.9539146 -2.653022  -2.2453542],0
united hi booked flight yesterday received email w confirmation number today got error active flight segments,[ 3.2479484  -0.14627299 -3.1523812 ],0
southwestair thanks southwest saving trip sweetheart isnt going miss seeing thanks yall,[-2.853245  -2.4048345  5.872337 ],2
united followed baggage rules website still charges going one way,[ 4.6300025 -1.9950415 -2.619231 ],0
usairways need help flight weather funeral tough combination hold hour please,[ 4.1855197   0.27302393 -4.8399215 ],0
“jetblue fleets fleek r u serious,[ 1.7243187  2.2536314 -4.2693515],1
jetblue wsj team offering inflight access journal content,[-4.7686896  3.651903   1.0905907],1
united great way start vacation time departure looking forward global first class suite,[-1.078971  -3.1963346  4.679269 ],2
jetblue want enter family pooling contest says website please enter still,[ 4.880616  -2.0389538 -2.9080155],0
usairways tried speaking multiple people reservations desk min hold,[ 5.6155124 -2.7720373 -2.7086344],0
usairways flight phoenix deboards passengers going salt lake city cant resolve simple bathroom issue,[ 5.4664598 -2.801417  -2.613703 ],0
usairways takes money requires days process refund auto attendant hang,[ 5.4765577 -3.149935  -2.2764974],0
americanair yes says deliver within hours pick line,[ 5.2879443 -3.188309  -2.0300941],0
united interview long take hear back,[ 0.12514576  4.3100085  -4.6711116 ],1
united thing fella done right today get pacific time zone,[ 1.7478681  -0.02709512 -2.0390785 ],0
southwestair best video seen ever,[-2.8114207 -2.256783   5.9791684],2
united record denver concourse prior gettin shuttle want confirm location,[-0.34706137  3.9632974  -3.9850633 ],1
usairways difficult work baggage claims dont answer phone,[ 5.573172  -2.862132  -2.7675824],0
southwestair completely understand act god weatherrelate flightd cancelled flightlation days without reimbursement kind,[ 2.2843425 -1.4504424 -1.0211984],0
jetblue thanks quick response fingers crossed plane gets,[-2.7693787 -2.333693   5.835817 ],2
southwestair leeannhealey yeah sale fares got places fly oh damn right live swa doesnt fly,[ 4.616679  -2.0030358 -2.5916376],0
“jetblue fleets fleek hate,[-2.2461112  4.268819  -2.0353081],1
southwestair important accept others,[-1.8445764   1.1705288   0.79119396],1
usairways americanair knowhockey sticks expensive baggage handlers shouldnt throwing cart,[ 5.5304675 -2.850933  -2.6367397],0
americanair getting bit ridiculous made miss full days work pay cabs back forth,[ 5.5673184 -2.958433  -2.6202576],0
usairways absolutely,[-3.3686914 -0.9934793  5.0557227],2
usairways accommodated dsm flight tonight delay myrtle beach flight dsm back tonight,[-1.2460392  5.234596  -4.080517 ],1
usairways flt ground dont gate us dca happening,[ 5.1971    -2.7263577 -2.2540777],0
united cant american airlines suppose,[ 4.8392982 -2.4432497 -2.3761325],0
usairways patience connecting flight need guys every time travel every single time,[ 5.4010634 -3.0670855 -2.318153 ],0
usairways arent twitter reservations connected people want reservations duh,[ 4.25085    0.4134981 -4.920679 ],0
americanair robinreda stuck two days airport something pretty normal positive find plane europe,[ 5.0878005 -3.1345806 -2.0022068],0
southwestair left ipad flight erw den opened claim many memories plz help get back,[ 1.3106521  1.7417054 -2.9528449],1
usairways want icecream baby,[-3.8467908  1.9641229  1.869598 ],1
never got strip fast stoked special imaginedragons show tonight thx southwestair,[-5.3923597  1.2812452  4.229997 ],2
jetblue whatever lil heart desires,[-3.7100666   4.1772666  -0.01142856],1
united flight mco delayed amp scheduled arrive connection departs options,[ 4.156593   -0.48686546 -3.7340744 ],0
southwestair ugh kicking missing need imaginedragons back life,[ 5.1824665 -2.267553  -2.9699974],0
jetblue done heading warmer weather,[-3.3055909  4.938526  -1.6373979],1
usairways i’m unable use departing flight still use returning flight,[ 2.889366    0.75398487 -3.8251069 ],0
americanair appreciate apology sincerely thank thats really ever wanted begin,[-0.99281996 -1.7166576   2.9749587 ],2
united would like talk customer service agent service non service received last flight week go j,[ 5.466791  -2.5257537 -2.9640625],0
usairways maybe drive,[ 1.8163317  1.0004526 -2.7430427],0
americanair flights leaving dallas right maui trying figure delayed flight going,[ 4.1601686  -0.28048003 -3.9440153 ],0
southwestair get kind update delayed flight boston houston really need back home tonight,[ 3.7374477  -0.99143684 -2.8109384 ],0
united already rebook miss first appointments london tomorrow morning thanks ruining trip,[ 5.391046  -3.0473762 -2.2603157],0
